u;r;t;TC_curt;TC_eurt;TC_furt;G_curt;G_eurt;G_furt;F_cur;F_eur;F_fur;W_ur
1;7;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;7;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;7;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;7;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;7;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;7;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;7;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;7;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;7;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;7;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;311
1;8;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;8;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;143
1;9;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;9;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;177
1;10;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;10;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;501
1;11;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;11;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;258
1;12;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;12;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;496
1;13;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;13;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;499
1;14;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;14;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;386
1;15;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;15;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;367
1;16;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;16;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;520
1;17;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;17;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;602
1;18;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;18;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;586
1;19;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;19;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;493
1;20;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;295
1;20;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;2;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;3;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;4;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;5;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;6;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;7;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;8;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;9;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;10;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;11;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;12;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;13;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;21;14;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;301
1;22;1;1000000;1000000;1000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;392
