u;r;t;TC_curt;TC_eurt;TC_furt;G_curt;G_eurt;G_furt;F_cur;F_eur;F_fur;W_ur
3;3;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;272
3;3;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;272
3;4;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;261
3;4;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;261
3;4;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;261
3;5;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;356
3;5;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;356
3;5;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;356
4;1;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;577
4;1;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;577
4;1;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;577
4;2;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;423
4;2;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;423
4;2;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;423
4;3;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;711
4;3;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;711
4;3;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;711
4;4;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;461
4;4;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;461
4;4;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;461
4;5;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;542
4;5;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;542
4;5;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;542
