q;u;t;TC_equt;TC_fqut;G_equt;G_fqut;F_equ;F_fqu;W_qu
1;5;10;1000000;1000000;0.3;0.3;0.001;0.001;119
1;5;11;1000000;1000000;0.3;0.3;0.001;0.001;119
1;5;12;1000000;1000000;0.3;0.3;0.001;0.001;119
1;5;13;1000000;1000000;0.3;0.3;0.001;0.001;119
1;5;14;1000000;1000000;0.3;0.3;0.001;0.001;119
1;6;1;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;2;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;3;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;4;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;5;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;6;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;7;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;8;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;9;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;10;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;11;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;12;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;13;1000000;1000000;0.3;0.3;0.001;0.001;213
1;6;14;1000000;1000000;0.3;0.3;0.001;0.001;213
1;7;1;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;2;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;3;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;4;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;5;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;6;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;7;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;8;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;9;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;10;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;11;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;12;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;13;1000000;1000000;0.3;0.3;0.001;0.001;253
1;7;14;1000000;1000000;0.3;0.3;0.001;0.001;253
1;8;1;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;2;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;3;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;4;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;5;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;6;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;7;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;8;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;9;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;10;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;11;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;12;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;13;1000000;1000000;0.3;0.3;0.001;0.001;209
1;8;14;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;1;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;2;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;3;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;4;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;5;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;6;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;7;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;8;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;9;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;10;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;11;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;12;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;13;1000000;1000000;0.3;0.3;0.001;0.001;209
1;9;14;1000000;1000000;0.3;0.3;0.001;0.001;209
1;10;1;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;2;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;3;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;4;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;5;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;6;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;7;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;8;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;9;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;10;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;11;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;12;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;13;1000000;1000000;0.3;0.3;0.001;0.001;192
1;10;14;1000000;1000000;0.3;0.3;0.001;0.001;192
1;11;1;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;2;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;3;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;4;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;5;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;6;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;7;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;8;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;9;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;10;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;11;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;12;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;13;1000000;1000000;0.3;0.3;0.001;0.001;300
1;11;14;1000000;1000000;0.3;0.3;0.001;0.001;300
1;12;1;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;2;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;3;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;4;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;5;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;6;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;7;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;8;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;9;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;10;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;11;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;12;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;13;1000000;1000000;0.3;0.3;0.001;0.001;246
1;12;14;1000000;1000000;0.3;0.3;0.001;0.001;246
1;13;1;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;2;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;3;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;4;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;5;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;6;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;7;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;8;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;9;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;10;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;11;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;12;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;13;1000000;1000000;0.3;0.3;0.001;0.001;317
1;13;14;1000000;1000000;0.3;0.3;0.001;0.001;317
1;14;1;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;2;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;3;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;4;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;5;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;6;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;7;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;8;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;9;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;10;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;11;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;12;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;13;1000000;1000000;0.3;0.3;0.001;0.001;174
1;14;14;1000000;1000000;0.3;0.3;0.001;0.001;174
1;15;1;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;2;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;3;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;4;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;5;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;6;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;7;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;8;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;9;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;10;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;11;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;12;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;13;1000000;1000000;0.3;0.3;0.001;0.001;119
1;15;14;1000000;1000000;0.3;0.3;0.001;0.001;119
1;16;1;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;2;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;3;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;4;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;5;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;6;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;7;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;8;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;9;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;10;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;11;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;12;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;13;1000000;1000000;0.3;0.3;0.001;0.001;213
1;16;14;1000000;1000000;0.3;0.3;0.001;0.001;213
1;17;1;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;2;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;3;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;4;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;5;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;6;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;7;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;8;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;9;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;10;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;11;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;12;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;13;1000000;1000000;0.3;0.3;0.001;0.001;253
1;17;14;1000000;1000000;0.3;0.3;0.001;0.001;253
1;18;1;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;2;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;3;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;4;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;5;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;6;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;7;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;8;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;9;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;10;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;11;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;12;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;13;1000000;1000000;0.3;0.3;0.001;0.001;209
1;18;14;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;1;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;2;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;3;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;4;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;5;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;6;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;7;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;8;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;9;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;10;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;11;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;12;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;13;1000000;1000000;0.3;0.3;0.001;0.001;209
1;19;14;1000000;1000000;0.3;0.3;0.001;0.001;209
1;20;1;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;2;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;3;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;4;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;5;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;6;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;7;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;8;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;9;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;10;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;11;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;12;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;13;1000000;1000000;0.3;0.3;0.001;0.001;192
1;20;14;1000000;1000000;0.3;0.3;0.001;0.001;192
1;21;1;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;2;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;3;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;4;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;5;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;6;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;7;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;8;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;9;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;10;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;11;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;12;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;13;1000000;1000000;0.3;0.3;0.001;0.001;300
1;21;14;1000000;1000000;0.3;0.3;0.001;0.001;300
1;22;1;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;2;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;3;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;4;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;5;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;6;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;7;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;8;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;9;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;10;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;11;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;12;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;13;1000000;1000000;0.3;0.3;0.001;0.001;246
1;22;14;1000000;1000000;0.3;0.3;0.001;0.001;246
1;23;1;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;2;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;3;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;4;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;5;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;6;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;7;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;8;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;9;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;10;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;11;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;12;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;13;1000000;1000000;0.3;0.3;0.001;0.001;317
1;23;14;1000000;1000000;0.3;0.3;0.001;0.001;317
1;24;1;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;2;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;3;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;4;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;5;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;6;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;7;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;8;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;9;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;10;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;11;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;12;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;13;1000000;1000000;0.3;0.3;0.001;0.001;174
1;24;14;1000000;1000000;0.3;0.3;0.001;0.001;172
2;1;1;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;2;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;3;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;4;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;5;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;6;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;7;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;8;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;9;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;10;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;11;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;12;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;13;1000000;1000000;0.3;0.3;0.001;0.001;417
2;1;14;1000000;1000000;0.3;0.3;0.001;0.001;417
2;2;1;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;2;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;3;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;4;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;5;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;6;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;7;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;8;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;9;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;10;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;11;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;12;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;13;1000000;1000000;0.3;0.3;0.001;0.001;265
2;2;14;1000000;1000000;0.3;0.3;0.001;0.001;265
2;3;1;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;2;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;3;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;4;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;5;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;6;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;7;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;8;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;9;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;10;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;11;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;12;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;13;1000000;1000000;0.3;0.3;0.001;0.001;225
2;3;14;1000000;1000000;0.3;0.3;0.001;0.001;225
2;4;1;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;2;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;3;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;4;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;5;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;6;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;7;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;8;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;9;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;10;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;11;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;12;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;13;1000000;1000000;0.3;0.3;0.001;0.001;124
2;4;14;1000000;1000000;0.3;0.3;0.001;0.001;124
2;5;1;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;2;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;3;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;4;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;5;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;6;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;7;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;8;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;9;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;10;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;11;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;12;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;13;1000000;1000000;0.3;0.3;0.001;0.001;178
2;5;14;1000000;1000000;0.3;0.3;0.001;0.001;178
2;6;1;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;2;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;3;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;4;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;5;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;6;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;7;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;8;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;9;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;10;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;11;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;12;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;13;1000000;1000000;0.3;0.3;0.001;0.001;182
2;6;14;1000000;1000000;0.3;0.3;0.001;0.001;182
2;7;1;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;2;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;3;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;4;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;5;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;6;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;7;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;8;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;9;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;10;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;11;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;12;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;13;1000000;1000000;0.3;0.3;0.001;0.001;117
2;7;14;1000000;1000000;0.3;0.3;0.001;0.001;117
